session_id;user_id;timestamp_utc;event_index;user_action;product_id;category;brand;price;channel;device_type;region;traffic_source;time_spent_sec;session_length;interaction_count;is_conversion;drop_off_flag
S0000007;U005621;2026-01-20T23:42:51Z;3;view;P1660;Beauty;Dove;287.54;mobile;desktop;JP;organic;12;6;3;0;0
S0000007;U005621;2026-01-20T23:43:39Z;4;click;P1660;Beauty;Dove;287.54;mobile;desktop;JP;organic;28;6;4;0;0
S0000007;U005621;2026-01-20T23:44:08Z;5;add_to_cart;P2087;Sports;Decathlon;308.64;mobile;desktop;JP;organic;19;6;5;0;0
S0000007;U005621;2026-01-20T23:44:50Z;6;purchase;P2087;Sports;Decathlon;308.64;mobile;desktop;JP;organic;27;6;6;1;0
S0000008;U004142;2026-04-21T13:09:22Z;1;view;P1695;Beauty;Loreal;61.84;mobile;desktop;UK;affiliate;7;6;1;0;0
S0000008;U004142;2026-04-21T13:09:47Z;2;wishlist;P1695;Beauty;Loreal;61.84;mobile;desktop;UK;affiliate;12;6;2;0;0
S0000008;U004142;2026-04-21T13:10:48Z;3;view;P1695;Beauty;Loreal;61.84;mobile;desktop;UK;affiliate;47;6;3;0;0
S0000008;U004142;2026-04-21T13:11:09Z;4;click;P1695;Beauty;Loreal;61.84;mobile;desktop;UK;affiliate;17;6;4;0;0
S0000008;U004142;2026-04-21T13:11:29Z;5;add_to_cart;P1641;Beauty;Olay;14.94;mobile;desktop;UK;affiliate;6;6;5;0;0
S0000008;U004142;2026-04-21T13:12:03Z;6;purchase;P1641;Beauty;Olay;14.94;mobile;desktop;UK;affiliate;23;6;6;1;0
S0000009;U005449;2026-02-16T17:37:24Z;1;view;P1187;Apparel;H&M;409.52;mobile;tablet;CA;organic;21;3;1;0;0
S0000009;U005449;2026-02-16T17:38:02Z;2;wishlist;P1187;Apparel;H&M;409.52;mobile;tablet;CA;organic;24;3;2;0;0
S0000009;U005449;2026-02-16T17:38:11Z;3;drop;P1187;Apparel;H&M;409.52;mobile;tablet;CA;organic;5;3;3;0;1
S0000010;U006100;2026-03-10T04:07:17Z;1;view;P2151;Sports;Wilson;355.64;web;desktop;BR;direct;3;6;1;0;0
S0000010;U006100;2026-03-10T04:07:35Z;2;click;P2151;Sports;Wilson;355.64;web;desktop;BR;direct;16;6;2;0;0
S0000010;U006100;2026-03-10T04:08:11Z;3;click;P2151;Sports;Wilson;355.64;web;desktop;BR;direct;26;6;3;0;0
S0000010;U006100;2026-03-10T04:09:03Z;4;click;P2151;Sports;Wilson;355.64;web;desktop;BR;direct;32;6;4;0;0
S0000010;U006100;2026-03-10T04:09:44Z;5;wishlist;P2151;Sports;Wilson;355.64;web;desktop;BR;direct;31;6;5;0;0
S0000010;U006100;2026-03-10T04:10:10Z;6;drop;P1721;Beauty;Dove;469.48;web;desktop;BR;direct;22;6;6;0;1
S0000011;U004735;2026-04-03T16:55:29Z;1;view;P1222;Apparel;Nike;286.31;web;tablet;CA;paid_search;20;5;1;0;0
S0000011;U004735;2026-04-03T16:55:53Z;2;view;P2176;Sports;Nike;272.29;web;tablet;CA;paid_search;16;5;2;0;0
S0000011;U004735;2026-04-03T16:56:35Z;3;click;P2176;Sports;Nike;272.29;web;tablet;CA;paid_search;28;5;3;0;0
S0000011;U004735;2026-04-03T16:56:59Z;4;view;P2176;Sports;Nike;272.29;web;tablet;CA;paid_search;6;5;4;0;0
S0000011;U004735;2026-04-03T16:57:40Z;5;drop;P2176;Sports;Nike;272.29;web;tablet;CA;paid_search;21;5;5;0;1
S0000012;U005027;2026-04-28T07:59:23Z;1;view;P1370;Accessories;Puma;39.33;app;android;US;organic;18;7;1;0;0
S0000012;U005027;2026-04-28T07:59:47Z;2;view;P1370;Accessories;Puma;39.33;app;android;US;organic;5;7;2;0;0
S0000012;U005027;2026-04-28T08:00:03Z;3;click;P1370;Accessories;Puma;39.33;app;android;US;organic;3;7;3;0;0
S0000012;U005027;2026-04-28T08:00:19Z;4;add_to_cart;P1370;Accessories;Puma;39.33;app;android;US;organic;13;7;4;0;0
S0000012;U005027;2026-04-28T08:00:38Z;5;view;P1370;Accessories;Puma;39.33;app;android;US;organic;14;7;5;0;0
S0000012;U005027;2026-04-28T08:00:55Z;6;view;P1063;Shoes;New Balance;415.23;app;android;US;organic;14;7;6;0;0
S0000012;U005027;2026-04-28T08:01:26Z;7;drop;P1063;Shoes;New Balance;415.23;app;android;US;organic;14;7;7;0;1
S0000013;U001763;2026-03-10T19:37:44Z;1;view;P1319;Accessories;Ray-Ban;82.44;mobile;android;JP;paid_search;38;7;1;0;0
S0000013;U001763;2026-03-10T19:38:20Z;2;view;P1319;Accessories;Ray-Ban;82.44;mobile;android;JP;paid_search;16;7;2;0;0
S0000013;U001763;2026-03-10T19:38:29Z;3;view;P1319;Accessories;Ray-Ban;82.44;mobile;android;JP;paid_search;7;7;3;0;0
S0000013;U001763;2026-03-10T19:38:44Z;4;add_to_cart;P1319;Accessories;Ray-Ban;82.44;mobile;android;JP;paid_search;12;7;4;0;0
S0000013;U001763;2026-03-10T19:39:17Z;5;click;P1558;Electronics;Fitbit;19.25;mobile;android;JP;paid_search;18;7;5;0;0
S0000013;U001763;2026-03-10T19:39:50Z;6;wishlist;P1558;Electronics;Fitbit;19.25;mobile;android;JP;paid_search;19;7;6;0;0
S0000013;U001763;2026-03-10T19:40:28Z;7;drop;P1558;Electronics;Fitbit;19.25;mobile;android;JP;paid_search;22;7;7;0;1
S0000014;U004974;2026-03-22T19:19:24Z;1;view;P2050;Home;Ikea;15.53;mobile;ios;DE;affiliate;8;6;1;0;0
S0000014;U004974;2026-03-22T19:20:05Z;2;view;P2050;Home;Ikea;15.53;mobile;ios;DE;affiliate;24;6;2;0;0
S0000014;U004974;2026-03-22T19:20:35Z;3;click;P2050;Home;Ikea;15.53;mobile;ios;DE;affiliate;20;6;3;0;0
S0000014;U004974;2026-03-22T19:20:48Z;4;click;P2050;Home;Ikea;15.53;mobile;ios;DE;affiliate;11;6;4;0;0
S0000014;U004974;2026-03-22T19:21:19Z;5;add_to_cart;P2050;Home;Ikea;15.53;mobile;ios;DE;affiliate;23;6;5;0;0
S0000014;U004974;2026-03-22T19:21:40Z;6;purchase;P2050;Home;Ikea;15.53;mobile;ios;DE;affiliate;8;6;6;1;0
S0000015;U004910;2026-01-11T07:20:25Z;1;view;P1282;Apparel;Nike;172.31;web;android;IN;paid_search;7;8;1;0;0
S0000015;U004910;2026-01-11T07:20:57Z;2;click;P1282;Apparel;Nike;172.31;web;android;IN;paid_search;24;8;2;0;0
S0000015;U004910;2026-01-11T07:21:24Z;3;view;P1282;Apparel;Nike;172.31;web;android;IN;paid_search;10;8;3;0;0
S0000015;U004910;2026-01-11T07:22:02Z;4;view;P1282;Apparel;Nike;172.31;web;android;IN;paid_search;20;8;4;0;0
S0000015;U004910;2026-01-11T07:22:42Z;5;click;P1282;Apparel;Nike;172.31;web;android;IN;paid_search;28;8;5;0;0
S0000015;U004910;2026-01-11T07:23:00Z;6;click;P1282;Apparel;Nike;172.31;web;android;IN;paid_search;15;8;6;0;0
S0000015;U004910;2026-01-11T07:23:36Z;7;view;P1282;Apparel;Nike;172.31;web;android;IN;paid_search;23;8;7;0;0
S0000015;U004910;2026-01-11T07:23:59Z;8;drop;P1282;Apparel;Nike;172.31;web;android;IN;paid_search;21;8;8;0;1
S0000016;U003574;2026-01-04T17:52:19Z;1;view;P1943;Home;Ikea;327.45;mobile;android;UK;direct;7;9;1;0;0
S0000016;U003574;2026-01-04T17:52:25Z;2;click;P1943;Home;Ikea;327.45;mobile;android;UK;direct;3;9;2;0;0
S0000016;U003574;2026-01-04T17:52:47Z;3;click;P1943;Home;Ikea;327.45;mobile;android;UK;direct;8;9;3;0;0
S0000016;U003574;2026-01-04T17:52:58Z;4;click;P1217;Apparel;Under Armour;166.07;mobile;android;UK;direct;3;9;4;0;0
S0000016;U003574;2026-01-04T17:53:46Z;5;view;P1217;Apparel;Under Armour;166.07;mobile;android;UK;direct;34;9;5;0;0
S0000016;U003574;2026-01-04T17:54:33Z;6;view;P1217;Apparel;Under Armour;166.07;mobile;android;UK;direct;28;9;6;0;0
S0000016;U003574;2026-01-04T17:55:13Z;7;view;P1217;Apparel;Under Armour;166.07;mobile;android;UK;direct;27;9;7;0;0
S0000016;U003574;2026-01-04T17:55:44Z;8;wishlist;P1217;Apparel;Under Armour;166.07;mobile;android;UK;direct;14;9;8;0;0
S0000016;U003574;2026-01-04T17:55:51Z;9;drop;P1217;Apparel;Under Armour;166.07;mobile;android;UK;direct;4;9;9;0;1
S0000017;U003243;2026-02-26T19:36:11Z;1;view;P1303;Accessories;Coach;272.61;app;ios;AU;social;3;9;1;0;0
S0000017;U003243;2026-02-26T19:36:30Z;2;view;P1303;Accessories;Coach;272.61;app;ios;AU;social;15;9;2;0;0
S0000017;U003243;2026-02-26T19:36:56Z;3;click;P1303;Accessories;Coach;272.61;app;ios;AU;social;21;9;3;0;0
S0000017;U003243;2026-02-26T19:37:19Z;4;click;P1525;Electronics;Bose;419.97;app;ios;AU;social;16;9;4;0;0
S0000017;U003243;2026-02-26T19:38:02Z;5;view;P1356;Accessories;Puma;323.0;app;ios;AU;social;23;9;5;0;0
S0000017;U003243;2026-02-26T19:38:16Z;6;add_to_cart;P1356;Accessories;Puma;323.0;app;ios;AU;social;9;9;6;0;0
S0000017;U003243;2026-02-26T19:38:27Z;7;click;P1356;Accessories;Puma;323.0;app;ios;AU;social;8;9;7;0;0
S0000017;U003243;2026-02-26T19:38:36Z;8;add_to_cart;P1356;Accessories;Puma;323.0;app;ios;AU;social;3;9;8;0;0
S0000017;U003243;2026-02-26T19:39:13Z;9;purchase;P1356;Accessories;Puma;323.0;app;ios;AU;social;21;9;9;1;0
S0000018;U003801;2026-04-13T22:59:29Z;1;view;P1648;Beauty;Maybelline;341.16;app;android;JP;affiliate;19;5;1;0;0
S0000018;U003801;2026-04-13T22:59:42Z;2;view;P1648;Beauty;Maybelline;341.16;app;android;JP;affiliate;4;5;2;0;0
S0000018;U003801;2026-04-13T22:59:57Z;3;view;P1116;Shoes;Nike;436.37;app;android;JP;affiliate;3;5;3;0;0
S0000018;U003801;2026-04-13T23:00:36Z;4;add_to_cart;P1116;Shoes;Nike;436.37;app;android;JP;affiliate;22;5;4;0;0
S0000018;U003801;2026-04-13T23:00:59Z;5;purchase;P1116;Shoes;Nike;436.37;app;android;JP;affiliate;20;5;5;1;0
S0000019;U002543;2026-03-26T09:23:51Z;1;view;P1588;Electronics;Fitbit;68.8;mobile;desktop;US;social;31;5;1;0;0
S0000019;U002543;2026-03-26T09:24:26Z;2;view;P2039;Home;Target;37.35;mobile;desktop;US;social;22;5;2;0;0
S0000019;U002543;2026-03-26T09:24:46Z;3;wishlist;P2039;Home;Target;37.35;mobile;desktop;US;social;5;5;3;0;0
S0000019;U002543;2026-03-26T09:25:20Z;4;wishlist;P2039;Home;Target;37.35;mobile;desktop;US;social;15;5;4;0;0
S0000019;U002543;2026-03-26T09:25:47Z;5;drop;P2136;Sports;Adidas;42.68;mobile;desktop;US;social;25;5;5;0;1
S0000020;U003685;2026-04-15T09:36:09Z;1;view;P1975;Home;Target;20.44;app;android;IN;direct;6;7;1;0;0
S0000020;U003685;2026-04-15T09:36:47Z;2;click;P1975;Home;Target;20.44;app;android;IN;direct;21;7;2;0;0
S0000020;U003685;2026-04-15T09:37:09Z;3;add_to_cart;P1975;Home;Target;20.44;app;android;IN;direct;16;7;3;0;0
S0000020;U003685;2026-04-15T09:37:33Z;4;click;P1081;Shoes;Asics;432.24;app;android;IN;direct;16;7;4;0;0
S0000020;U003685;2026-04-15T09:38:15Z;5;wishlist;P1081;Shoes;Asics;432.24;app;android;IN;direct;27;7;5;0;0
S0000020;U003685;2026-04-15T09:39:12Z;6;wishlist;P1900;Groceries;DailyFresh;47.33;app;android;IN;direct;40;7;6;0;0
S0000020;U003685;2026-04-15T09:39:46Z;7;drop;P1900;Groceries;DailyFresh;47.33;app;android;IN;direct;17;7;7;0;1
S0000021;U004996;2026-01-30T05:34:54Z;1;view;P1838;Groceries;NatureBest;184.38;mobile;android;AU;email;43;6;1;0;0
S0000021;U004996;2026-01-30T05:35:20Z;2;click;P1838;Groceries;NatureBest;184.38;mobile;android;AU;email;23;6;2;0;0
S0000021;U004996;2026-01-30T05:36:05Z;3;click;P1838;Groceries;NatureBest;184.38;mobile;android;AU;email;34;6;3;0;0
S0000021;U004996;2026-01-30T05:36:35Z;4;view;P1194;Apparel;Nike;318.39;mobile;android;AU;email;12;6;4;0;0
S0000021;U004996;2026-01-30T05:36:52Z;5;click;P1792;Groceries;GreatValue;295.18;mobile;android;AU;email;7;6;5;0;0
S0000021;U004996;2026-01-30T05:37:19Z;6;drop;P1792;Groceries;GreatValue;295.18;mobile;android;AU;email;18;6;6;0;1
S0000022;U005929;2026-04-30T20:34:20Z;1;view;P2194;Sports;Adidas;312.35;app;android;CA;organic;10;4;1;0;0
S0000022;U005929;2026-04-30T20:34:36Z;2;click;P2194;Sports;Adidas;312.35;app;android;CA;organic;3;4;2;0;0
S0000022;U005929;2026-04-30T20:35:02Z;3;add_to_cart;P2194;Sports;Adidas;312.35;app;android;CA;organic;21;4;3;0;0
S0000022;U005929;2026-04-30T20:35:56Z;4;drop;P2194;Sports;Adidas;312.35;app;android;CA;organic;34;4;4;0;1
S0000023;U005807;2026-01-16T18:08:25Z;1;view;P2079;Sports;Adidas;113.04;mobile;tablet;BR;referral;22;4;1;0;0
S0000023;U005807;2026-01-16T18:08:58Z;2;wishlist;P2079;Sports;Adidas;113.04;mobile;tablet;BR;referral;19;4;2;0;0
S0000023;U005807;2026-01-16T18:09:13Z;3;click;P2042;Home;Target;396.41;mobile;tablet;BR;referral;3;4;3;0;0
S0000023;U005807;2026-01-16T18:09:24Z;4;drop;P2042;Home;Target;396.41;mobile;tablet;BR;referral;10;4;4;0;1
S0000024;U002971;2026-02-26T13:27:47Z;1;view;P1996;Home;Target;50.33;web;android;IN;affiliate;30;7;1;0;0
S0000024;U002971;2026-02-26T13:28:23Z;2;view;P1996;Home;Target;50.33;web;android;IN;affiliate;18;7;2;0;0
S0000024;U002971;2026-02-26T13:29:10Z;3;add_to_cart;P1996;Home;Target;50.33;web;android;IN;affiliate;30;7;3;0;0
S0000024;U002971;2026-02-26T13:29:33Z;4;view;P1078;Shoes;New Balance;41.65;web;android;IN;affiliate;12;7;4;0;0
S0000024;U002971;2026-02-26T13:30:14Z;5;view;P1078;Shoes;New Balance;41.65;web;android;IN;affiliate;21;7;5;0;0
S0000024;U002971;2026-02-26T13:30:26Z;6;click;P1078;Shoes;New Balance;41.65;web;android;IN;affiliate;7;7;6;0;0
S0000024;U002971;2026-02-26T13:30:55Z;7;drop;P1078;Shoes;New Balance;41.65;web;android;IN;affiliate;9;7;7;0;1
S0000025;U003087;2026-01-29T09:56:36Z;1;view;P1897;Groceries;FreshFarm;150.11;web;ios;CA;referral;21;5;1;0;0
S0000025;U003087;2026-01-29T09:57:38Z;2;view;P1897;Groceries;FreshFarm;150.11;web;ios;CA;referral;42;5;2;0;0
S0000025;U003087;2026-01-29T09:58:06Z;3;view;P1897;Groceries;FreshFarm;150.11;web;ios;CA;referral;18;5;3;0;0
S0000025;U003087;2026-01-29T09:58:38Z;4;click;P1897;Groceries;FreshFarm;150.11;web;ios;CA;referral;17;5;4;0;0
S0000025;U003087;2026-01-29T09:59:06Z;5;drop;P1897;Groceries;FreshFarm;150.11;web;ios;CA;referral;20;5;5;0;1
S0000026;U004375;2026-02-13T20:56:34Z;1;view;P2169;Sports;Adidas;8.16;mobile;ios;JP;social;21;5;1;0;0
S0000026;U004375;2026-02-13T20:57:09Z;2;add_to_cart;P2169;Sports;Adidas;8.16;mobile;ios;JP;social;18;5;2;0;0
S0000026;U004375;2026-02-13T20:57:45Z;3;click;P2169;Sports;Adidas;8.16;mobile;ios;JP;social;19;5;3;0;0
S0000026;U004375;2026-02-13T20:58:33Z;4;click;P1858;Groceries;DailyFresh;238.67;mobile;ios;JP;social;42;5;4;0;0
S0000026;U004375;2026-02-13T20:58:54Z;5;purchase;P1858;Groceries;DailyFresh;238.67;mobile;ios;JP;social;14;5;5;1;0
S0000027;U006564;2026-04-21T09:48:22Z;1;view;P2057;Sports;Nike;384.76;web;desktop;DE;referral;18;5;1;0;0
S0000027;U006564;2026-04-21T09:48:55Z;2;wishlist;P2057;Sports;Nike;384.76;web;desktop;DE;referral;23;5;2;0;0
S0000027;U006564;2026-04-21T09:49:16Z;3;click;P2057;Sports;Nike;384.76;web;desktop;DE;referral;18;5;3;0;0
S0000027;U006564;2026-04-21T09:49:25Z;4;view;P2057;Sports;Nike;384.76;web;desktop;DE;referral;3;5;4;0;0
S0000027;U006564;2026-04-21T09:49:45Z;5;drop;P1559;Electronics;Bose;378.79;web;desktop;DE;referral;5;5;5;0;1
S0000028;U007417;2026-04-04T18:52:36Z;1;view;P1924;Home;Wayfair;400.93;web;desktop;FR;paid_search;23;5;1;0;0
S0000028;U007417;2026-04-04T18:53:00Z;2;wishlist;P2029;Home;Target;162.95;web;desktop;FR;paid_search;12;5;2;0;0
S0000028;U007417;2026-04-04T18:53:26Z;3;add_to_cart;P1483;Electronics;Fitbit;230.0;web;desktop;FR;paid_search;13;5;3;0;0
S0000028;U007417;2026-04-04T18:53:50Z;4;click;P1483;Electronics;Fitbit;230.0;web;desktop;FR;paid_search;21;5;4;0;0
S0000028;U007417;2026-04-04T18:54:09Z;5;drop;P1768;Groceries;GreatValue;439.0;web;desktop;FR;paid_search;11;5;5;0;1
S0000029;U000231;2026-02-28T08:21:07Z;1;view;P1079;Shoes;New Balance;182.44;web;ios;AU;paid_search;4;9;1;0;0
S0000029;U000231;2026-02-28T08:21:23Z;2;click;P1079;Shoes;New Balance;182.44;web;ios;AU;paid_search;15;9;2;0;0
S0000029;U000231;2026-02-28T08:21:55Z;3;add_to_cart;P1079;Shoes;New Balance;182.44;web;ios;AU;paid_search;23;9;3;0;0
S0000029;U000231;2026-02-28T08:22:27Z;4;wishlist;P1079;Shoes;New Balance;182.44;web;ios;AU;paid_search;25;9;4;0;0
S0000029;U000231;2026-02-28T08:22:57Z;5;view;P1307;Accessories;Coach;260.57;web;ios;AU;paid_search;12;9;5;0;0
S0000029;U000231;2026-02-28T08:23:14Z;6;wishlist;P2081;Sports;Spalding;394.24;web;ios;AU;paid_search;3;9;6;0;0
S0000029;U000231;2026-02-28T08:23:30Z;7;click;P2081;Sports;Spalding;394.24;web;ios;AU;paid_search;12;9;7;0;0
S0000029;U000231;2026-02-28T08:24:01Z;8;view;P2081;Sports;Spalding;394.24;web;ios;AU;paid_search;21;9;8;0;0
S0000029;U000231;2026-02-28T08:24:28Z;9;purchase;P1487;Electronics;Sony;27.5;web;ios;AU;paid_search;17;9;9;1;0
S0000030;U000999;2026-01-10T00:37:31Z;1;view;P2178;Sports;Decathlon;57.96;web;tablet;FR;organic;23;6;1;0;0
S0000030;U000999;2026-01-10T00:37:52Z;2;wishlist;P2178;Sports;Decathlon;57.96;web;tablet;FR;organic;16;6;2;0;0
S0000030;U000999;2026-01-10T00:38:37Z;3;click;P2178;Sports;Decathlon;57.96;web;tablet;FR;organic;35;6;3;0;0
S0000030;U000999;2026-01-10T00:39:23Z;4;click;P2178;Sports;Decathlon;57.96;web;tablet;FR;organic;32;6;4;0;0
S0000030;U000999;2026-01-10T00:39:39Z;5;click;P2178;Sports;Decathlon;57.96;web;tablet;FR;organic;15;6;5;0;0
S0000030;U000999;2026-01-10T00:40:10Z;6;drop;P2178;Sports;Decathlon;57.96;web;tablet;FR;organic;11;6;6;0;1
S0000031;U002891;2026-02-14T03:02:45Z;1;view;P1176;Apparel;Puma;91.31;app;ios;FR;referral;28;6;1;0;0
S0000031;U002891;2026-02-14T03:03:28Z;2;click;P1176;Apparel;Puma;91.31;app;ios;FR;referral;25;6;2;0;0
S0000031;U002891;2026-02-14T03:03:49Z;3;view;P1176;Apparel;Puma;91.31;app;ios;FR;referral;20;6;3;0;0
S0000031;U002891;2026-02-14T03:04:20Z;4;add_to_cart;P1176;Apparel;Puma;91.31;app;ios;FR;referral;18;6;4;0;0
S0000031;U002891;2026-02-14T03:04:32Z;5;click;P1963;Home;Ikea;126.45;app;ios;FR;referral;10;6;5;0;0
S0000031;U002891;2026-02-14T03:05:23Z;6;drop;P1963;Home;Ikea;126.45;app;ios;FR;referral;38;6;6;0;1
S0000032;U003059;2026-02-16T12:12:38Z;1;view;P1213;Apparel;H&M;327.72;app;android;US;affiliate;19;3;1;0;0
S0000032;U003059;2026-02-16T12:12:52Z;2;view;P1681;Beauty;Olay;409.45;app;android;US;affiliate;9;3;2;0;0
S0000032;U003059;2026-02-16T12:13:24Z;3;drop;P1681;Beauty;Olay;409.45;app;android;US;affiliate;30;3;3;0;1
S0000033;U002887;2026-04-10T17:34:25Z;1;view;P1981;Home;Wayfair;170.45;mobile;tablet;CA;referral;10;6;1;0;0
S0000033;U002887;2026-04-10T17:35:01Z;2;click;P1076;Shoes;Adidas;365.86;mobile;tablet;CA;referral;26;6;2;0;0
S0000033;U002887;2026-04-10T17:35:27Z;3;add_to_cart;P1413;Accessories;Nike;475.55;mobile;tablet;CA;referral;24;6;3;0;0
S0000033;U002887;2026-04-10T17:36:05Z;4;view;P1413;Accessories;Nike;475.55;mobile;tablet;CA;referral;31;6;4;0;0
S0000033;U002887;2026-04-10T17:36:36Z;5;add_to_cart;P1086;Shoes;Nike;165.97;mobile;tablet;CA;referral;20;6;5;0;0
S0000033;U002887;2026-04-10T17:36:54Z;6;purchase;P1086;Shoes;Nike;165.97;mobile;tablet;CA;referral;8;6;6;1;0
S0000034;U004223;2026-03-14T19:52:34Z;1;view;P1392;Accessories;Nike;209.25;app;android;JP;organic;32;4;1;0;0
S0000034;U004223;2026-03-14T19:53:20Z;2;view;P1392;Accessories;Nike;209.25;app;android;JP;organic;35;4;2;0;0
S0000034;U004223;2026-03-14T19:53:38Z;3;wishlist;P1392;Accessories;Nike;209.25;app;android;JP;organic;9;4;3;0;0
S0000034;U004223;2026-03-14T19:54:03Z;4;drop;P1392;Accessories;Nike;209.25;app;android;JP;organic;21;4;4;0;1
S0000035;U006549;2026-03-09T07:54:30Z;1;view;P1695;Beauty;Loreal;61.84;mobile;tablet;FR;email;13;6;1;0;0
S0000035;U006549;2026-03-09T07:54:47Z;2;add_to_cart;P1547;Electronics;Fitbit;61.21;mobile;tablet;FR;email;14;6;2;0;0
S0000035;U006549;2026-03-09T07:55:05Z;3;click;P1547;Electronics;Fitbit;61.21;mobile;tablet;FR;email;4;6;3;0;0
S0000035;U006549;2026-03-09T07:55:35Z;4;click;P1547;Electronics;Fitbit;61.21;mobile;tablet;FR;email;27;6;4;0;0
S0000035;U006549;2026-03-09T07:56:15Z;5;add_to_cart;P1547;Electronics;Fitbit;61.21;mobile;tablet;FR;email;26;6;5;0;0
S0000035;U006549;2026-03-09T07:56:44Z;6;drop;P1547;Electronics;Fitbit;61.21;mobile;tablet;FR;email;9;6;6;0;1
S0000036;U006737;2026-02-03T04:25:46Z;1;view;P1723;Beauty;Neutrogena;37.92;app;android;DE;organic;26;10;1;0;0
S0000036;U006737;2026-02-03T04:26:18Z;2;click;P1891;Groceries;DailyFresh;362.52;app;android;DE;organic;23;10;2;0;0
S0000036;U006737;2026-02-03T04:26:42Z;3;click;P1891;Groceries;DailyFresh;362.52;app;android;DE;organic;22;10;3;0;0
